"sample","latitude","longitude","date","time","site","location","successful.count","fov.Facing Up","fov.Limited","fov.Open","rowid","detailed.Consolidated.Cobbles.No biota","detailed.Consolidated.Cobbles.Turf mat","detailed.Consolidated.Rock.No biota","detailed.Consolidated.Rock.Turf mat","detailed.Consolidated.Rock.Veneer","detailed.Macroalgae.Articulated calcareous.","detailed.Macroalgae.Encrusting.Red","detailed.Macroalgae.Erect course branching.Brown","detailed.Macroalgae.Erect course branching.Green","detailed.Macroalgae.Erect course branching.Red","detailed.Macroalgae.Erect fine branching.Green","detailed.Macroalgae.Erect fine branching.Red","detailed.Macroalgae.Filamentous and filiform.","detailed.Macroalgae.Laminate.","detailed.Macroalgae.Large canopy-forming.Ecklonia radiata","detailed.Macroalgae.Large canopy-forming.Scytothalia dorycarpa","detailed.Macroalgae.Sheet-like membranous.","detailed.Macroalgae.Small mixed.","detailed.Octocoral/Black.Fan (2D).","detailed.Octocoral/Black.Massive soft corals.","detailed.Octocoral/Black.Whip.","detailed.Seagrasses.Strap-like leaves.Thalassodendrum sp.","detailed.Sponges.Crusts.","detailed.Sponges.Erect forms.","detailed.Sponges.Hollow forms.","detailed.Sponges.Massive forms.","detailed.Sponges.Small mixed.","detailed.Stony corals.Branching.Live","detailed.Stony corals.Columnar.Live","detailed.Stony corals.Foliose / plate.Live","detailed.Stony corals.Sub-massive.Live","detailed.Stony corals.Tabulate.Live","detailed.Unconsolidated.Pebble / gravel (gravel 2-10mm).","detailed.Unconsolidated.Pebble.gravel (gravel 2-10mm)","detailed.Unconsolidated.Pebble.gravel (pebble 10-64mm)","detailed.Unconsolidated.Sand.mud (coarse sand)"
"IO260",-33.97118897,114.9163721,20201019,11:55:00,"C.IO.20","South-west","Yes",0,5.26315789473684,94.7368421052632,146807,0,0,0,0.00340502036202176,0,0,0,0,0.00204301221721306,0,0,0.00749104479644788,0,0,0,0,0,0,0,0,0,0.00340502036202176,0,0,0,0.00408602443442612,0.00136200814480871,0,0,0,0,0,0,0,0,0.00204301221721306
"IO324",-34.00006,114.639778,20201023,11:59:00,"C.IO.26","South-west","Yes",0,2.5,97.5,153232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208790061593068
"IO259",-33.96868897,114.9213721,20201019,12:00:00,"C.IO.20","South-west","Yes",0,5.40540540540541,94.5945945945946,130019,0,0,0.000768946850393701,0.0038447342519685,0.000768946850393701,0,0,0,0,0,0,0.0023068405511811,0.0038447342519685,0,0,0,0,0,0,0,0,0,0,0.0015378937007874,0,0.0023068405511811,0.00538262795275591,0,0,0,0,0,0,0,0,0.0015378937007874
"IO254",-34.01868897,114.6963721,20201123,12:10:00,"C.IO.49","South-west","Yes",0,5,95,125523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796470044761617,0,0,0,0,0,0,0,0,0,0.0238941013428485
"IO5",-34.08868897,114.7763721,20201015,12:12:00,"C.IO.43","South-west","Yes",0,5,95,153490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195416824085775,0,0,0.0162847353404812
"IO134",-33.98368897,114.8613721,20201013,12:14:00,"C.IO.37","South-west","Yes",0,5.12820512820513,94.8717948717949,118847,0,0,0,0.00168239707935867,0,0,0,0.000841198539679335,0,0,0,0.010094382476152,0,0.00336479415871734,0.00168239707935867,0,0,0,0,0,0,0.00336479415871734,0,0.000841198539679335,0,0.000841198539679335,0.000841198539679335,0,0,0,0,0,0,0,0,0.00252359561903801
"IO191",-33.99868897,114.6713721,20201023,12:20:00,"C.IO.40","South-west","Yes",0,2.5,97.5,111210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000898932966568683,0,0,0,0,0,0,0,0,0,0,0,0.0287658549301979
"IO236",-34.08118897,114.9238721,20201016,12:22:00,"C.IO.1","South-west","Yes",0,0,100,109572,0,0,0.00182475092149922,0.00912375460749608,0,0,0,0.00456187730374804,0.00182475092149922,0,0.000912375460749608,0.000912375460749608,0,0.000912375460749608,0,0,0,0,0,0,0,0,0,0,0.000912375460749608,0.00273712638224882,0.000912375460749608,0,0,0,0,0,0,0,0,0.00456187730374804
"IO194",-33.99618897,114.6638721,20201023,12:24:00,"C.IO.40","South-west","Yes",0,0,100,98721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182298787713062
"FH111",-33.98618897,114.8788721,20201013,12:28:00,"C.FH.24","South-west","Yes",0,2.5,97.5,65638,0,0,0,0.00304529881994671,0,0,0,0,0,0,0,0.0121811952797868,0.00304529881994671,0,0,0,0,0.00152264940997335,0,0,0,0.00456794822992006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319756376094404
"IO331",-34.0984,114.75005,20201022,12:30:00,"C.IO.11","South-west","Yes",0,5,95,169573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200463424269045
"IO126",-34.11368897,114.8188721,20201015,12:31:00,"C.IO.59","South-west","Yes",0,2.85714285714286,97.1428571428571,112743,0,0,0,0.00620699439597077,0,0,0,0,0.00443356742569341,0,0,0.00532028091083209,0.000886713485138682,0,0.00709370788110946,0,0,0,0,0,0,0.00354685394055473,0,0,0,0,0.00177342697027736,0,0,0,0,0,0,0,0,0
"IO275",-34.09868897,114.6463721,20201123,14:38:00,"C.IO.15","South-west",NA,0,0,100,123170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162350840165598
"IO71",-34.00368897,114.6988721,20201123,12:31:00,"C.IO.41","South-west","Yes",0,2.5,97.5,194271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185273819265389
"FH8",-33.72368897,114.8013721,20201012,12:34:00,"C.FH.7","South-west","Yes",0,7.5,92.5,84784,0,0,0,0.00235807345398809,0,0.00117903672699405,0,0.00353711018098214,0,0,0,0.00707422036196427,0.00235807345398809,0,0.00353711018098214,0,0,0,0,0,0,0.0117903672699405,0,0,0.00117903672699405,0.00117903672699405,0.00117903672699405,0,0,0,0,0,0,0,0,0.00117903672699405
"IO122",-34.11618897,114.8263721,20201015,12:35:00,"C.IO.59","South-west","Yes",0,7.69230769230769,92.3076923076923,88543,0,0,0,0.00225802445440484,0,0,0,0.00112901222720242,0.00112901222720242,0,0.00451604890880968,0.00903209781761937,0.00112901222720242,0,0.00790308559041695,0,0,0,0,0,0,0.00225802445440484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451604890880968
"IO356",-34.06956667,114.9184667,20201016,12:39:00,"C.IO.2","South-west","Yes",0,2.56410256410256,97.4358974358974,179861,0,0,0,0.00555879818783179,0,0,0,0.00111175963756636,0.000555879818783179,0,0,0.00444703855026543,0,0,0,0,0,0,0,0,0,0,0,0.00111175963756636,0,0.000555879818783179,0,0,0,0,0,0,0,0,0,0.00555879818783179
"IO217",-34.06618897,114.9188721,20201016,12:43:00,"C.IO.2","South-west","Yes",0,2.5,97.5,144107,0,0,0.00277500277500278,0,0,0,0,0.00277500277500278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000693750693750694,0,0,0,0,0,0,0,0,0,0,0,0,0.0194250194250194
"IO313",-34.09618897,114.7563721,20201022,12:47:00,"C.IO.11","South-west","Yes",0,5,95,167851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220385018583818
"IO133",-33.99118897,114.8663721,20201013,12:50:00,"C.IO.37","South-west","Yes",0,0,100,93661,0,0,0,0,0,0,0,0,0,0,0.00106731559454815,0.00533657797274076,0,0.00106731559454815,0.00960584035093337,0,0,0,0,0,0,0.0160097339182223,0,0,0,0.00106731559454815,0,0,0,0,0,0,0,0,0,0
"FH84",-33.73368897,114.7988721,20201012,12:50:00,"C.FH.7","South-west","Yes",0,7.5,92.5,65104,0,0,0.0015353436098999,0.0107474052692993,0,0,0,0.00767671804949948,0,0,0,0.0015353436098999,0,0,0.00307068721979979,0,0,0,0,0,0,0.00614137443959958,0,0,0,0,0.0015353436098999,0,0,0,0,0,0,0,0,0.0107474052692993
"FH85",-33.92618897,114.9138721,20201029,12:55:00,"C.FH.20","South-west","Yes",0,5,95,81273,0,0,0,0,0,0,0,0.0098408246611066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049204123305533,0,0,0,0,0,0,0,0,0,0.0110709277437449
"FH49",-33.92118897,114.9163721,20201029,13:00:00,"C.FH.20","South-west","Yes",0,2.56410256410256,97.4358974358974,68010,0,0,0,0.00587889476778366,0,0,0,0.0146972369194591,0,0,0,0.00587889476778366,0,0,0,0,0,0,0,0,0,0,0,0.00881834215167549,0,0.00293944738389183,0.00146972369194591,0,0,0,0,0,0,0,0,0.00440917107583774
"IO294",-34.08368897,114.7538721,20201022,13:04:00,"C.IO.12","South-west","Yes",0,2.4390243902439,97.5609756097561,144672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138213180008846,0,0.000691065900044228,0,0,0,0,0,0,0.00276426360017691,0,0,0.0172766475011057
"FH21",-33.79368897,114.8088721,20201012,13:26:00,"C.FH.12","South-west","Yes",0,2.5,97.5,77472,0,0,0.00258034550826356,0.0103213820330542,0,0,0,0.00258034550826356,0,0,0,0.0167722458037131,0,0,0.00129017275413178,0,0,0,0,0,0,0.00645086377065889,0,0,0.00129017275413178,0.00129017275413178,0.00258034550826356,0,0,0,0,0,0,0,0,0.00258034550826356
"IO354",-34.06605,114.84,20201015,14:29:00,"C.IO.4","South-west","Yes",0,2.56410256410256,97.4358974358974,192917,0,0,0,0.00259126432969174,0,0.0010365057318767,0,0,0,0,0,0.0010365057318767,0,0,0.00673728725719853,0,0,0,0,0,0,0.00829204585501358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000518252865938349
"IO226",-34.06368897,114.8438721,20201015,14:32:00,"C.IO.4","South-west","Yes",0,5,95,121085,0,0,0,0.00247696423263648,0,0,0,0.0082565474421216,0,0,0,0,0,0.00165130948842432,0.00495392846527296,0,0,0,0,0,0,0,0,0,0,0.00082565474421216,0,0,0,0,0,0,0,0,0,0.00743089269790944
"IO220",-34.05618897,114.8438721,20201015,14:39:00,"C.IO.5","South-west","Yes",0,7.5,92.5,105289,0,0,0.000949496292216979,0,0.000949496292216979,0,0,0.0142424443832547,0,0,0.000949496292216979,0.00284848887665094,0.000949496292216979,0.000949496292216979,0.00569697775330187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000949496292216979
"FH66",-33.90618897,114.9363721,20201029,14:40:00,"C.FH.18","South-west","Yes",0,10,90,62328,0,0,0,0,0,0,0,0.00641488252746372,0,0,0,0.00320744126373186,0,0,0.00320744126373186,0,0,0,0,0,0,0.0256595301098549,0,0,0,0.00481116189559779,0,0,0,0,0,0,0,0,0,0
"FH39",-33.90368897,114.9313721,20201029,14:44:00,"C.FH.18","South-west","Yes",0,0,100,49536,0,0,0.00201755270856451,0,0,0,0,0.00201755270856451,0,0,0,0.0302632906284677,0,0,0,0,0,0,0,0,0,0,0,0.00807021083425804,0,0,0.00403510541712902,0,0,0,0,0,0,0,0,0.0121053162513871
"FH110",-33.80868897,114.8213721,20201012,15:06:00,"C.FH.13","South-west","Yes",0,5,95,70829,0,0,0,0,0.0070566650201115,0,0,0.0028226660080446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014113330040223,0.0014113330040223,0,0.0028226660080446,0.0042339990120669,0,0,0,0,0,0,0,0,0.0169359960482676
"FH17",-33.83368897,114.8763721,20201012,15:35:00,"C.FH.14","South-west","Yes",0,5,95,68466,0,0,0,0,0.00145983270317222,0,0,0.0131384943285499,0,0,0,0.0102188289222055,0,0,0.00145983270317222,0,0,0,0,0,0,0,0,0.00437949810951665,0,0.00145983270317222,0,0,0,0,0,0,0,0,0,0.0189778251412388
"FH92",-33.84368897,114.8713721,20201012,15:47:00,"C.FH.14","South-west","Yes",0,0,100,76850,0,0,0.00130071148918458,0.00130071148918458,0,0,0,0.00910498042429209,0,0,0,0.00260142297836917,0,0,0.00910498042429209,0,0,0,0,0,0,0.0104056919134767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650355744592292
