"sample","latitude","longitude","date","time","site","location","successful.count","rowid.x","fov.Facing Up","fov.Limited","fov.Open","mean.relief","sd.relief","rowid.y","detailed.Consolidated.Boulder.Turf mat","detailed.Consolidated.Cobbles.No biota","detailed.Consolidated.Cobbles.Turf mat","detailed.Consolidated.Rock.No biota","detailed.Consolidated.Rock.Turf mat","detailed.Consolidated.Rock.Veneer","detailed.Macroalgae.Articulated calcareous.","detailed.Macroalgae.Encrusting.Red","detailed.Macroalgae.Erect course branching.Brown","detailed.Macroalgae.Erect course branching.Green","detailed.Macroalgae.Erect course branching.Red","detailed.Macroalgae.Erect fine branching.Green","detailed.Macroalgae.Erect fine branching.Red","detailed.Macroalgae.Filamentous and filiform.","detailed.Macroalgae.Large canopy-forming.Ecklonia radiata","detailed.Macroalgae.Large canopy-forming.Scytothalia dorycarpa","detailed.Macroalgae.Sheet-like membranous.","detailed.Macroalgae.Small mixed.","detailed.Octocoral/Black.Fan (2D).","detailed.Seagrasses.Strap-like leaves.Thalassodendrum sp.","detailed.Sponges.Crusts.","detailed.Sponges.Erect forms.","detailed.Sponges.Hollow forms.","detailed.Sponges.Massive forms.","detailed.Sponges.Small mixed.","detailed.Stony corals.Sub-massive.Live","detailed.Unconsolidated.Sand.mud (coarse sand)"
"FH111",-33.98618897,114.8788721,20201013,12:28:00,"C.FH.24","South-west","Yes",104420,0,0.00287191269385411,0.035420256557534,1.72,0.842614977317636,36441,0,0,0,0,0.00548456096089508,0,0,0,0.0191959633631328,0,0,0,0.00274228048044754,0,0,0,0,0,0,0.0137114024022377,0,0,0,0,0,0,0.0274228048044754
"IO331",-34.0984,114.75005,20201022,12:30:00,"C.IO.11","South-west","Yes",251620,0,0.00119208455853135,0.0147023762218867,0,0,93922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255465905945969
"IO126",-34.11368897,114.8188721,20201015,12:31:00,"C.IO.59","South-west","Yes",179620,0,0,0.0222642769676055,2.5,0.509901951359279,62722,0,0,0,0,0.00637470516988589,0,0,0,0,0.00318735258494295,0,0,0.00956205775482884,0,0.00956205775482884,0,0,0.00159367629247147,0,0.0111557340473003,0,0,0,0,0,0,0
"IO275",-34.09868897,114.6463721,20201123,14:38:00,"C.IO.15","South-west",NA,165010,0,0,0.0121190086650912,1.125,1.5,58014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034467307758591,0,0,0.0172336538792955
"IO71",-34.00368897,114.6988721,20201123,12:31:00,"C.IO.41","South-west","Yes",287220,0,0.00104435006614217,0.0128803174824201,0.0454545454545455,0.21320071635561,94691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023228067952657
"FH8",-33.72368897,114.8013721,20201012,12:34:00,"C.FH.7","South-west","Yes",149620,0,0,0.0267272484297742,2.64,0.489897948556636,50271,0,0,0,0,0.00198822968029267,0,0,0,0.00198822968029267,0,0,0,0.0139176077620487,0,0.005964689040878,0,0,0,0,0.0258469858438047,0,0,0,0,0,0,0
"IO122",-34.11618897,114.8263721,20201015,12:35:00,"C.IO.59","South-west","Yes",177220,0,0.00112828613336342,0.021437436533905,2.48,0.509901951359279,57635,0,0,0,0,0,0,0,0,0,0,0,0.0017343045438779,0.017343045438779,0,0.0138744363510232,0,0,0.00520291363163371,0,0.00520291363163371,0,0,0,0,0,0,0
"IO356",-34.06956667,114.9184667,20201016,12:39:00,"C.IO.2","South-west","Yes",266420,0,0,0.0150116340163627,2.2258064516129,0.804556914057041,134404,0,0,0,0,0.000743853907092647,0,0,0,0,0,0,0,0.00743853907092647,0,0.000743853907092647,0,0,0,0,0,0,0.00818239297801912,0,0.000743853907092647,0.000743853907092647,0,0.00446312344255588
"IO217",-34.06618897,114.9188721,20201016,12:43:00,"C.IO.2","South-west","Yes",204020,0,0.000980103891012447,0.0186219739292365,1,0.288675134594813,82365,0,0,0,0.00121373953149654,0,0,0,0,0.00121373953149654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279160092244204
"IO313",-34.09618897,114.7563721,20201022,12:47:00,"C.IO.11","South-west","Yes",244020,0,0,0.016389412439564,0.16,0.374165738677394,81395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307049864898059
"IO133",-33.99118897,114.8663721,20201013,12:50:00,"C.IO.37","South-west","Yes",181220,0,0,0.022067747986318,2.92307692307692,0.271746488194703,63324,0,0,0,0,0,0,0,0,0,0,0,0,0.00315706393054459,0,0.0110497237569061,0,0,0,0,0.026835043409629,0,0,0,0,0,0,0
"FH84",-33.73368897,114.7988721,20201012,12:50:00,"C.FH.7","South-west","Yes",152020,0,0.00197290543206629,0.0243325003288176,2.2962962962963,0.724027985796491,49812,0,0,0,0,0.0040129216075764,0,0,0,0.0280904512530348,0,0,0,0.0020064608037882,0,0,0,0,0,0,0.0120387648227292,0,0,0,0,0,0,0.00802584321515279
"FH85",-33.92618897,114.9138721,20201029,12:55:00,"C.FH.20","South-west","Yes",152820,0,0,0.02616773518252,2.07692307692308,0.862316498502576,39148,0,0,0,0,0,0,0,0,0.0153213656443911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766068282219555,0,0,0.0102142437629274
"FH49",-33.92118897,114.9163721,20201029,13:00:00,"C.FH.20","South-west","Yes",128020,0,0.00234265188193035,0.0288927065438076,2.5,0.512989176042577,43050,0,0,0,0,0,0,0,0,0,0,0,0,0.0232180171813327,0,0,0,0,0,0,0.00232180171813327,0,0.00928720687253309,0,0.0116090085906664,0,0,0
"IO294",-34.08368897,114.7538721,20201022,13:04:00,"C.IO.12","South-west","Yes",232820,0,0,0.0171777033410633,1.15151515151515,0.712443511849015,103849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000962695547533093,0,0,0,0,0.0240673886883273
"FH21",-33.79368897,114.8088721,20201012,13:26:00,"C.FH.12","South-west","Yes",111220,0,0,0.0359518245550962,2.64,0.489897948556636,41702,0,0,0,0,0.00718958947444101,0,0,0,0,0,0,0,0.014379178948882,0,0.00958611929925468,0,0,0,0,0.028758357897764,0,0,0,0,0,0,0
"IO354",-34.06605,114.84,20201015,14:29:00,"C.IO.4","South-west","Yes",264820,0,0.00113267386543834,0.0139696443404063,2.90909090909091,0.291937104060571,122811,0,0,0,0,0.0016280811435642,0,0,0,0,0,0,0,0.000814040571782098,0,0.0146527302920778,0,0,0,0,0.00976848686138517,0,0,0,0,0,0,0
"IO226",-34.06368897,114.8438721,20201015,14:32:00,"C.IO.4","South-west","Yes",209620,0,0,0.0190785080606697,2.26086956521739,0.688700443150182,66549,0,0,0,0,0,0,0,0,0.0120170642312083,0,0,0,0.00450639908670312,0,0.0120170642312083,0,0,0.00150213302890104,0,0,0,0,0,0,0,0,0.00450639908670312
"IO220",-34.05618897,114.8438721,20201015,14:39:00,"C.IO.5","South-west","Yes",205620,0,0,0.0194495769717009,2.36,0.489897948556636,68285,0,0,0,0,0.00146391450739277,0,0,0,0.0146391450739277,0,0,0.00146391450739277,0.0043917435221783,0,0.0131752305665349,0,0,0,0,0,0.00146391450739277,0,0,0,0,0,0
"FH66",-33.90618897,114.9363721,20201029,14:40:00,"C.FH.18","South-west","Yes",140420,0,0.00213583938487826,0.0263420190801652,2.92,0.276887462097269,44125,0,0,0,0,0,0,0,0,0,0,0,0.00679501698754247,0,0,0.00226500566251416,0,0,0,0,0.0407701019252548,0,0,0,0.00679501698754247,0,0,0
"FH39",-33.90368897,114.9313721,20201029,14:44:00,"C.FH.18","South-west","Yes",121620,0,0,0.0328785138911721,2.08333333333333,0.503610155185335,33099,0,0,0,0,0,0,0,0,0.0271722722057847,0,0,0,0.0271722722057847,0,0,0,0,0,0,0,0,0.00905742406859489,0,0,0,0,0.00603828271239659
"FH110",-33.80868897,114.8213721,20201012,15:06:00,"C.FH.13","South-west","Yes",103620,0,0,0.038587690526722,2,0.925820099772551,44474,0,0,0,0.00224739302409205,0.0134843581445523,0,0,0,0,0,0,0,0.00674217907227616,0,0.00224739302409205,0,0,0,0,0.00449478604818411,0,0.00224739302409205,0,0.00898957209636821,0,0,0.00898957209636821
"FH17",-33.83368897,114.8763721,20201012,15:35:00,"C.FH.14","South-west","Yes",108420,0,0.00368799557440531,0.0331919601696478,1.84615384615385,0.464095480892257,32210,0,0,0,0,0,0,0,0,0.0589421436326974,0,0.00310221808593144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155110904296572
"FH92",-33.84368897,114.8713721,20201012,15:47:00,"C.FH.14","South-west","Yes",155620,0,0,0.0256970319928048,2.67857142857143,0.547964004533647,57918,0,0,0,0,0,0,0,0,0.00345148931764056,0,0,0,0.0086287232941014,0,0.012080212611742,0,0,0,0,0.0207089359058434,0,0,0,0.00172574465882028,0,0,0.00172574465882028
