,X.1,sample,scientific,maxn,family,genus,species,campaignid,dataset,planned.or.exploratory,latitude,longitude,date,time,location,status,site,depth,observer,successful.count,successful.length,id,unique.name,full.name,X,cluster,cluster.new,number,n,coords.x1,coords.x2,class,depth.1,slope,aspect,roughness,tpi,flowdir,detrended.bathy,detr.slope,detr.flowdir,detr.tri,detr.tpi,detr.aspect,SSTmean_SSTARRS,SSTsterr_SSTARRS,SSTtrend_SSTARRS,optional
145,145,IO184,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.04118897,114.9038721,20201016,7:19:00,NA,NA,NA,45.9,Hayley,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO184,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,411,5691,C.IO.62,184,1,114.9038721,-34.04118897,MBH,-44,0,1.570796371,0,0,64,17.9002018,0.0029587,1,0.526275158,-6.75E-14,1.491748571,19.75408745,0.018714249,0.197060019,TRUE
146,146,IO191,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99868897,114.6713721,20201023,12:20:00,NA,NA,NA,137,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO191,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,231,2177,C.IO.40,191,1,114.6713721,-33.99868897,MBH,-137,0.00325063,4.712388992,2,0.25,16,-12.9417696,0.000382337,16,0.34610337,0.25,5.369803905,20.38408661,0.018714249,0.22706002,TRUE
147,147,IO192,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98618897,114.6688721,20201023,12:36:00,NA,NA,NA,138,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO192,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,226,2177,C.IO.40,192,1,114.6688721,-33.98618897,MBH,-140,0.004896132,4.619902611,3,0.125,16,-15.58452415,0.001940033,16,0.381017476,0.125,4.599497318,20.38408661,0.018714249,0.217060015,TRUE
148,148,IO194,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99618897,114.6638721,20201023,12:24:00,NA,NA,NA,139,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO194,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,227,2177,C.IO.40,194,1,114.6638721,-33.99618897,MBH,-139,0.002348167,5.107746124,1,0.5,16,-12.96583939,0.001380152,1,0.516146302,0.5,0.601390004,20.38408661,0.018714249,0.217060015,TRUE
149,149,IO195,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09368897,114.8588721,20201016,9:57:00,NA,NA,NA,43.4,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO195,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,418,6,C.IO.6,195,1,114.8588721,-34.09368897,Legacy,-42,3.47E-18,1.570796371,0,0,16,33.4995842,0.002960522,1,0.526275158,-7.11E-15,1.491797328,19.90408707,0.018714249,0.187060013,TRUE
150,150,IO199,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08618897,114.8613721,20201016,9:51:00,NA,NA,NA,42.1,Claude,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO199,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,414,6,C.IO.6,199,1,114.8613721,-34.08618897,Legacy,-42,0,1.570796371,0,0,128,32.62565994,0.002960262,1,0.526275158,0,1.491790295,19.90408707,0.018714249,0.187060013,TRUE
151,151,IO201,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05618897,114.8338721,20201015,14:46:00,NA,NA,NA,45.3,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO201,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,394,5,C.IO.5,201,1,114.8338721,-34.05618897,Legacy,-44,0.00216856,4.712388992,1,0.375,16,37.33252335,0.000815607,1,0.391146332,0.375,1.280270219,20.01408768,0.018714249,0.187060013,TRUE
152,152,IO204,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06618897,114.7863721,20201015,10:35:00,NA,NA,NA,61.5,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO204,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,451,7,C.IO.7,204,1,114.7863721,-34.06618897,Legacy,-60,0.005064847,4.983533859,3,0.125,16,34.51412964,0.002500333,16,0.56720674,0.125,5.401679993,20.12408829,0.018714249,0.177060023,TRUE
153,153,IO207,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06118897,114.7863721,20201015,10:23:00,NA,NA,NA,60.4,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO207,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,452,7,C.IO.7,207,1,114.7863721,-34.06118897,Legacy,-60,0.004167453,3.849810123,3,-0.5,4,34.38496017,0.002941399,4,0.797664404,-0.5,3.06014657,20.12408829,0.018714249,0.177060023,TRUE
154,154,IO210,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09118897,114.8738721,20201016,10:09:00,NA,NA,NA,43.5,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO210,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,417,6,C.IO.6,210,1,114.8738721,-34.09118897,Legacy,-42,0.001460957,3.52193594,1,-0.5,8,29.35396957,0.002657715,1,0.670042932,-0.5,2.007010937,19.90408707,0.018714249,0.187060013,TRUE
155,155,IO211,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05618897,114.9063721,20201029,10:42:00,NA,NA,NA,43.5,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO211,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,277,3,C.IO.3,211,1,114.9063721,-34.05618897,Legacy,-43,0.004030135,1.227491498,2,1,1,18.60754204,0.006929783,1,1.372378588,1,1.339265108,19.75408745,0.018714249,0.197060019,TRUE
156,156,IO215,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06868897,114.9263721,20201016,12:34:00,NA,NA,NA,46.7,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO215,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,215,2,C.IO.2,215,1,114.9263721,-34.06868897,Legacy,-46,0.002824102,5.40749073,3,-0.375,32,10.48909378,0.002186799,1,0.657292664,-0.375,0.365472794,19.72408676,0.018714249,0.277060032,TRUE
157,157,IO216,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06118897,114.9163721,20201029,10:33:00,NA,NA,NA,47.5,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO216,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,279,3,C.IO.3,216,1,114.9163721,-34.06118897,Legacy,-47,0.001688203,1.841956615,1,0.25,1,12.01602554,0.004581867,1,0.776275158,0.25,1.61851275,19.77408791,0.018714249,0.207060024,TRUE
158,158,IO217,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06618897,114.9188721,20201016,12:43:00,NA,NA,NA,47.1,Claude,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO217,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,213,2,C.IO.2,217,1,114.9188721,-34.06618897,Legacy,-47,0.000904369,6.283185482,1,0.125,64,11.46502399,0.003162198,1,0.651275158,0.125,1.202660441,19.72408676,0.018714249,0.277060032,TRUE
159,159,IO218,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07368897,114.9213721,20201016,12:28:00,NA,NA,NA,46.8,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO218,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,210,2,C.IO.2,218,1,114.9213721,-34.07368897,Legacy,-47,0.002169008,4.712388992,1,-0.375,32,10.97860813,0.000815762,64,0.391146332,-0.375,1.280326962,19.72408676,0.018714249,0.277060032,TRUE
160,160,IO220,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05618897,114.8438721,20201015,14:39:00,NA,NA,NA,43.7,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO220,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,392,5,C.IO.5,220,1,114.8438721,-34.05618897,Legacy,-43,0,1.570796371,0,0,8,35.61183929,0.00295922,1,0.526275158,-7.11E-14,1.491762519,19.94408798,0.018714249,0.187060013,TRUE
161,161,IO222,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06618897,114.8313721,20201015,14:54:00,NA,NA,NA,45,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO222,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,353,4,C.IO.4,222,1,114.8313721,-34.06618897,Legacy,-45,0.002168816,4.712388992,1,0.375,16,37.27103806,0.000815696,1,0.391146332,0.375,1.280302644,20.01408768,0.018714249,0.147060022,TRUE
162,162,IO223,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07118897,114.8463721,20201015,14:25:00,NA,NA,NA,42.9,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO223,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,349,4,C.IO.4,223,1,114.8463721,-34.07118897,Legacy,-43,0.001688388,4.441258907,1,-0.25,4,35.31917572,0.001341722,2,0.420042962,-0.25,1.734412193,19.96408844,0.018714249,0.157060027,TRUE
163,163,IO224,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06118897,114.8388721,20201015,14:35:00,NA,NA,NA,43.6,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO224,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,348,4,C.IO.4,224,1,114.8388721,-34.06118897,Legacy,-44,0.002168688,4.712388992,1,-0.375,4,36.10135269,0.000815651,64,0.391146332,-0.375,1.280286431,20.01408768,0.018714249,0.147060022,TRUE
164,164,IO225,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07118897,114.8338721,20201015,14:20:00,NA,NA,NA,44.9,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO225,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,350,4,C.IO.4,225,1,114.8338721,-34.07118897,Legacy,-45,0.001688388,4.441258907,1,-0.25,64,36.72003555,0.001341722,2,0.420042962,-0.25,1.734412193,20.01408768,0.018714249,0.147060022,TRUE
165,165,IO226,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06368897,114.8438721,20201015,14:32:00,NA,NA,NA,42.8,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO226,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,351,4,C.IO.4,226,1,114.8438721,-34.06368897,Legacy,-43,0,1.570796371,0,0,128,35.80559158,0.002959481,1,0.526275158,-5.68E-14,1.491769433,19.96408844,0.018714249,0.157060027,TRUE
166,166,IO227,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99868897,114.7838721,20201019,6:37:00,NA,NA,NA,52.9,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO227,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,257,2604,C.IO.42,227,1,114.7838721,-33.99868897,MBH,-54,0.003374088,4.441038609,2,0,16,39.45050049,0.000735853,16,0.313810736,1.42E-14,3.56546092,20.11408806,0.018714249,0.167060018,TRUE
167,167,IO228,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.00368897,114.7938721,20201019,6:46:00,NA,NA,NA,50.4,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO228,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,258,2604,C.IO.42,228,1,114.7938721,-34.00368897,MBH,-51,0.000705708,5.407867432,1,0.125,32,39.85898209,0.002502179,1,0.497378558,0.125,1.29315424,20.11408806,0.018714249,0.167060018,TRUE
168,168,IO229,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99368897,114.7863721,20201019,6:31:00,NA,NA,NA,53,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO229,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,260,2604,C.IO.42,229,1,114.7863721,-33.99368897,MBH,-53,0.002166964,4.712388992,1,0.375,16,39.64115524,0.000815056,1,0.391146332,0.375,1.28006804,20.10408783,0.018714249,0.23706001,TRUE
169,169,IO236,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08118897,114.9238721,20201016,12:22:00,NA,NA,NA,46.8,Hayley,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO236,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,117,1,C.IO.1,236,1,114.9238721,-34.08118897,Legacy,-45,0.002118263,5.407418251,1,0.375,16,12.49219227,0.002069193,1,0.577335596,0.375,0.694293201,19.76408768,0.018714249,0.22706002,TRUE
170,170,IO237,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08118897,114.9363721,20201016,12:15:00,NA,NA,NA,43.2,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO237,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,115,1,C.IO.1,237,1,114.9363721,-34.08118897,Legacy,-39,0.004700318,4.317388058,3,0.875,16,15.09133339,0.002099099,16,0.938810706,0.875,3.863767624,19.76408768,0.018714249,0.22706002,TRUE
171,171,IO239,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09118897,114.9313721,20201016,12:05:00,NA,NA,NA,45.9,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO239,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,119,1,C.IO.1,239,1,114.9313721,-34.09118897,Legacy,-44,0.00382337,4.830934525,3,-0.625,16,11.71001816,0.001088556,16,0.704957068,-0.625,5.393977642,19.76408768,0.018714249,0.22706002,TRUE
172,172,IO241,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99368897,114.7913721,20201019,6:26:00,NA,NA,NA,50.6,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO241,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,259,2604,C.IO.42,241,1,114.7913721,-33.99368897,MBH,-52,0.003819038,4.831069469,2,0.125,16,39.28081131,0.001087802,16,0.31720674,0.125,5.394539833,20.10408783,0.018714249,0.23706001,TRUE
173,173,IO244,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.00368897,114.9063721,20201019,11:35:00,NA,NA,NA,44.7,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO244,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,311,3218,C.IO.47,244,1,114.9063721,-34.00368897,MBH,-45,0.002108491,0.539755642,1,-0.5,64,15.25125122,0.004519541,1,0.872378528,-0.5,1.101907134,19.75408745,0.018714249,0.177060023,TRUE
174,174,IO245,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.00868897,114.9013721,20201019,11:30:00,NA,NA,NA,42.3,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO245,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,314,3218,C.IO.47,245,1,114.9013721,-34.00868897,MBH,-44,0.001687233,1.842116356,1,0.25,1,17.74076462,0.004579039,1,0.776275158,0.25,1.618542194,19.75408745,0.018714249,0.177060023,TRUE
175,175,IO253,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.01368897,114.7038721,20201123,12:15:00,NA,NA,NA,124,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO253,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,331,3518,C.IO.49,253,1,114.7038721,-34.01368897,MBH,-126,0.005813926,5.288094521,4,-0.125,16,-10.39649105,0.003907805,16,0.81720674,-0.125,5.767135143,20.31408691,0.018714249,0.217060015,TRUE
176,176,IO254,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,NA,-34.01868897,114.6963721,20201029,8:51:00,NA,NA,NA,129,NA,No,No,2020-10_south-west_stereo-BRUVs.IO254,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,330,3518,C.IO.49,254,1,114.6963721,-34.01868897,MBH,-129,0.005062215,4.983678818,3,0.25,16,-11.22680473,0.002499499,16,0.506017447,0.25,5.401954651,20.35408783,0.018714249,0.207060024,TRUE
177,177,IO254,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.01868897,114.6963721,20201123,12:10:00,NA,NA,NA,119,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO254,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,330,3518,C.IO.49,254,1,114.6963721,-34.01868897,MBH,-129,0.005062215,4.983678818,3,0.25,16,-11.22680473,0.002499499,16,0.506017447,0.25,5.401954651,20.35408783,0.018714249,0.207060024,TRUE
178,178,IO258,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.96618897,114.9138721,20201019,12:05:00,NA,NA,NA,45.2,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO258,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,489,NA,NA,258,NA,114.9138721,-33.96618897,Legacy,-46,0.000705525,4.016693115,1,-0.125,64,11.24195576,0.002415203,1,0.465085894,-0.125,1.661408901,19.73408699,0.018714249,0.23706001,TRUE
179,179,IO259,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.96868897,114.9213721,20201019,12:00:00,NA,NA,NA,46.8,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO259,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,234,23,C.IO.20,259,1,114.9213721,-33.96868897,Legacy,-46,0.001460667,2.761746883,1,0.25,4,9.266025543,0.003664793,1,0.760128856,0.25,1.882211089,19.70408821,0.018714249,0.267060012,TRUE
180,180,IO260,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.97118897,114.9163721,20201019,11:55:00,NA,NA,NA,46.3,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO260,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,236,23,C.IO.20,260,1,114.9163721,-33.97118897,Legacy,-46,0,1.570796371,0,0,64,10.69095421,0.002956278,1,0.526275158,1.38E-12,1.491683602,19.73408699,0.018714249,0.23706001,TRUE
181,181,IO261,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.97618897,114.9213721,20201019,11:46:00,NA,NA,NA,46.9,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO261,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,233,23,C.IO.20,261,1,114.9213721,-33.97618897,Legacy,-46,0,1.570796371,0,0,64,9.459781647,0.00295645,1,0.526275158,-7.11E-15,1.491688251,19.70408821,0.018714249,0.267060012,TRUE
182,182,IO262,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.01368897,114.8738721,20201019,9:46:00,NA,NA,NA,41.9,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO262,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,223,21,C.IO.19,262,1,114.8738721,-34.01368897,Legacy,-42,0.001460773,0.380028188,1,-0.25,64,27.35182571,0.003835536,1,0.776275158,-0.25,1.143301964,19.87408829,0.018714249,0.167060018,TRUE
183,183,IO263,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.00868897,114.8788721,20201019,9:52:00,NA,NA,NA,42.4,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO263,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,222,21,C.IO.19,263,1,114.8788721,-34.00868897,Legacy,-41,0.002117195,2.26624608,1,0.625,1,26.86231041,0.004709644,1,0.948939562,0.625,1.811542988,19.80408669,0.018714249,0.157060027,TRUE
184,184,IO264,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.01868897,114.8738721,20201019,9:31:00,NA,NA,NA,42,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO264,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,221,21,C.IO.19,264,1,114.8738721,-34.01868897,Legacy,-41,0.000705782,0.875404596,1,0.125,128,28.48099709,0.00355731,1,0.651275158,0.125,1.376790524,19.87408829,0.018714249,0.187060013,TRUE
185,185,IO266,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.02118897,114.7588721,20201015,8:06:00,NA,NA,NA,67.3,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO266,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,253,26,C.IO.23,266,1,114.7588721,-34.02118897,Legacy,-72,0.014767204,4.303007126,11,0.125,16,28.83348465,0.012007982,16,2.518767834,0.125,4.223028183,20.22408676,0.018714249,0.217060015,TRUE
186,186,IO269,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98868897,114.8138721,20201019,7:18:00,NA,NA,NA,47.6,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO269,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,247,25,C.IO.22,269,1,114.8138721,-33.98868897,Legacy,-47,0.003029261,4.248068333,2,-0.125,16,38.03009796,0.00114809,1,0.438810736,-0.125,2.931801081,20.05408669,0.018714249,0.217060015,TRUE
187,187,IO273,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99868897,114.8213721,20201019,7:07:00,NA,NA,NA,44.9,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO273,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,244,25,C.IO.22,273,1,114.8213721,-33.99868897,Legacy,-43,0.004234078,4.016881466,4,0.5,16,40.24792099,0.00249787,1,0.813810706,0.5,3.263053417,19.99408722,0.018714249,0.177060023,TRUE
188,188,IO276,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10118897,114.6363721,20201123,7:34:00,NA,NA,NA,140,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO276,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,182,16,C.IO.15,276,1,114.6363721,-34.10118897,Legacy,-142,0.000706187,4.017476082,1,-0.125,32,-5.771366596,0.002419018,1,0.465085894,-0.125,1.661265612,20.39408684,0.018714249,0.177060023,TRUE
189,189,IO277,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10618897,114.6463721,20201123,7:53:00,NA,NA,NA,139,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO277,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,183,16,C.IO.15,277,1,114.6463721,-34.10618897,Legacy,-141,0.001689036,4.441365719,1,-0.25,32,-7.362883091,0.001342262,2,0.420042962,-0.25,1.734345675,20.38408661,0.018714249,0.207060024,TRUE
190,190,IO278,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.11118897,114.6388721,20201123,7:45:00,NA,NA,NA,140,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO278,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,179,16,C.IO.15,278,1,114.6388721,-34.11118897,Legacy,-141,0.001461005,0.380424678,1,0.25,64,-5.19319725,0.003839193,1,0.776275158,0.25,1.143735886,20.39408684,0.018714249,0.177060023,TRUE
191,191,IO280,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08868897,114.6738721,20201023,9:24:00,NA,NA,NA,139,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO280,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,169,15,C.IO.14,280,1,114.6738721,-34.08868897,Legacy,-139,0.000904369,3.141592741,1,-0.125,128,-13.29687023,0.003026377,1,0.635128856,-0.125,1.794280529,20.36408806,0.018714249,0.197060019,TRUE
