OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
IO132	21	IO132_L378.avi	19711	IO132_R377.avi	19150	13.14067	1	5.17200	-544.11088	-414.93092	-1871.93747	1.13335	1.02561	3.57750	0.14898	1993.08158	19.69103	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO132	27	IO132_L378.avi	39304	IO132_R377.avi	38743	26.20267	1	18.23400	235.64366	-384.63672	-1842.05024	0.74810	0.98128	3.54683	5.01024	1896.47632	13.20875	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
IO132	28	IO132_L378.avi	39304	IO132_R377.avi	38743	26.20267	1	18.23400	-234.47770	-370.32975	-1755.05032	0.71299	0.91648	3.23209	1.29623	1808.95703	13.47680	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
IO132	42	IO132_L378.avi	62703	IO132_R377.avi	62142	41.80200	1	33.83333	-719.82680	-195.51885	-2307.63970	1.73907	0.92464	5.44836	0.18290	2425.19674	17.75265	Dasyatidae	Dasyatis	brevicaudata	37035001	1	AD	Passing			
IO132	44	IO132_L378.avi	79182	IO132_R377.avi	78621	52.78800	1	44.81933	-186.15406	-360.75995	-1700.86912	0.65299	0.87607	3.04370	0.89894	1748.64428	12.84865	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
IO132	45	IO132_L378.avi	79234	IO132_R377.avi	78673	52.82267	1	44.85400	-458.61426	-439.84058	-2042.28940	1.11771	1.17385	4.30818	0.37148	2138.86249	16.83869	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
FH84	2	FH84_L1201 (1).MP4	63187	FH84_R1202 (1).MP4	62300	17.56950	1	8.12645	-627.02567	380.72577	-1337.16286	1.25670	0.98091	2.59652	0.39603	1525.16157	28.51581	Serranidae	Caesioperca	sp1		1	AD	Passing			
FH84	18	FH84_L1201 (3).MP4	4297	FH84_R1202 (3).MP4	3410	46.27401	1	36.83096	-2028.42484	1103.58853	-3989.75420	10.63406	6.40283	21.91375	11.23503	4609.83226	29.84701	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Passing	unclear		
FH92	11	FH92_L1205 (1).MP4	60743	FH92_R1206 (1).MP4	61757	16.88993	1	2.85090	-613.59213	206.56534	-1152.55132	1.04036	0.64848	1.84312	1.00373	1321.94519	29.23062	Pomacentridae	Chromis	westaustralis	37372055	1	AD	Passing			
FH92	27	FH92_L1205 (3).MP4	22428	FH92_R1206 (3).MP4	23444	51.33239	1	37.29337	-354.92022	-253.10044	-960.49554	0.65350	0.58417	1.34434	0.22822	1054.78902	24.58518	Odacidae	Siphonognathus	caninis	37385011	1	AD	Passing	not in both frames		
FH92	29	FH92_L1205 (3).MP4	31362	FH92_R1206 (3).MP4	32378	53.81654	1	39.77752	-827.28481	-288.66399	-1475.44553	1.65655	0.90117	2.98052	10.57042	1716.00308	30.80352	Neosebastidae	Neosebastes	bougainvillii	37287004	1	AD	Passing	not in both frames		
FH110	12	FH110_L1203 (2).MP4	11419	FH110_R1204 (2).MP4	11953	25.73154	1	21.47590	1291.13386	-420.44242	-2103.56340	3.54607	1.51286	6.16008	0.48934	2503.75267	32.96437	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing	not in both frames		
FHCO1	0	FHCO1_L1203 (1).MP4	40257	FHCO1_R1204 (1).MP4	38710	11.19368	1	1.35886	123.52500	249.57411	-756.77055	0.41309	0.47922	0.90553	0.94244	806.37915	19.85555	Scorpididae	Tilodon	sexfasciatus	37361003	1	AD	Passing	not straight		
FHCO1	13	FHCO1_L1203 (1).MP4	40810	FHCO1_R1204 (1).MP4	39263	11.34745	1	1.51262	329.81302	536.51329	-3981.11869	2.68304	3.80545	23.43634	4.90442	4030.62391	8.66141	Serranidae	Caesioperca	rasor	37311003	1	AD	Passing	hight error		
FHCO1	45	FHCO1_L1203 (3).MP4	54976	FHCO1_R1204 (3).MP4	53431	60.38254	1	50.54772	557.30451	354.53961	-1150.77689	1.01338	0.82053	1.93278	1.15594	1326.86628	29.64845	Pomacentridae	Chromis	klunzingeri	37372044	2	AD	Passing			
FHCO2	0	FHCO2_L1205 (1).MP4	37100	FHCO2_R1206 (1).MP4	38869	10.31586	1	1.98838	-401.36290	-241.22112	-1153.03650	0.83089	0.68769	1.94446	0.30282	1244.49707	22.25808	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	obstructed		
FHCO2	2	FHCO2_L1205 (1).MP4	37137	FHCO2_R1206 (1).MP4	38906	10.32615	1	1.99866	731.93458	-345.75445	-2432.08392	2.64223	1.63784	8.48618	0.18085	2563.26092	18.53862	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	high error		
FHCO2	10	FHCO2_L1205 (1).MP4	37397	FHCO2_R1206 (1).MP4	39166	10.39844	1	2.07096	-223.79054	-682.03036	-2085.10030	1.20210	2.21999	6.27678	1.14737	2205.19634	19.27975	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	high error		
FHCO2	11	FHCO2_L1205 (1).MP4	37404	FHCO2_R1206 (1).MP4	39173	10.40039	1	2.07290	1063.18543	-482.99765	-2333.26423	3.39034	1.87386	7.63270	0.44079	2609.17074	26.71166	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	high error		
FHCO2	12	FHCO2_L1205 (1).MP4	37404	FHCO2_R1206 (1).MP4	39173	10.40039	1	2.07290	166.19931	-644.57179	-2383.65975	1.28187	2.41798	8.17088	0.56996	2474.85935	15.89158	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	high error		
FHCO2	14	FHCO2_L1205 (1).MP4	37544	FHCO2_R1206 (1).MP4	39313	10.43932	1	2.11183	1087.26979	-472.65363	-2287.26845	3.37065	1.80434	7.29881	0.65120	2576.26745	27.51919	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	high error		
FHCO2	15	FHCO2_L1205 (1).MP4	48599	FHCO2_R1206 (1).MP4	50368	13.51322	1	5.18574	808.20833	-356.63435	-1483.51333	1.63969	0.98965	3.00227	2.43107	1726.61535	30.89419	Serranidae	Othos	dentex	37311005	1	AD	Passing	obstructed		
FHCO2	24	FHCO2_L1205 (2).MP4	17798	FHCO2_R1206 (2).MP4	19567	27.50526	1	19.17777	936.59979	-481.92425	-1948.32265	2.49713	1.55884	5.29089	0.98413	2214.82083	28.53432	Glaucosomatidae	Glaucosoma	hebraicum	37320004	1	AD	Passing	not in both frames		
FH23	3	FH23_L1203 (1).MP4	51529	FH23_R1204 (1).MP4	52190	14.32792	1	10.58279	-11.71802	-65.39977	-2301.97586	1.13121	1.13258	7.96303	4.10968	2302.93450	2.03590	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing	obstructed		
FH23	5	FH23_L1203 (1).MP4	55877	FH23_R1204 (1).MP4	56538	15.53691	1	11.79178	-1766.91351	298.83939	-3699.62068	8.88203	2.40949	19.43442	3.04123	4110.77627	25.78243	Chaetodontidae	Chelmonops	curiosus	37365066	1	AD	Passing	high error		
FH23	6	FH23_L1203 (1).MP4	56161	FH23_R1204 (1).MP4	56822	15.61588	1	11.87075	-1158.18716	427.11357	-5589.55091	9.49346	4.62002	45.62694	0.53042	5724.23819	12.32485	Chaetodontidae	Chelmonops	curiosus	37365066	1	AD	Passing	high error		
FH23	7	FH23_L1203 (1).MP4	60884	FH23_R1204 (1).MP4	61545	16.92913	1	13.18400	-786.69461	-29.54307	-1346.83409	1.46788	0.64494	2.53731	12.98232	1560.03951	30.32385	Mullidae	Parupeneus	chrysopleuron	37355016	1	AD	Passing	not in both frames		
FH23	24	FH23_L1203 (2).MP4	70644	FH23_R1204 (2).MP4	71305	42.19938	1	38.45425	-794.35240	346.04605	-1331.38047	1.40856	0.87655	2.39231	2.57440	1588.49538	32.90275	Labridae	Coris	auricularis	37384088	1	AD	Passing	not in both frames		
FH23	44	FH23_L1203 (3).MP4	62557	FH23_R1204 (3).MP4	63220	62.49048	1	58.74535	-2274.06174	721.95583	-4812.61139	14.77932	5.49589	32.53472	0.71440	5371.57383	26.25562	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing	high error		
FH71	0	FH71_L1205 (1).MP4	17936	FH71_R1206 (1).MP4	17086	4.98720		-1.00000	-12.14413	-43.13366	-968.07723	0.50105	0.48547	1.41030	6.34483	969.11378	2.92989								sync		
FH71	5	FH71_L1205 (1).MP4	63734	FH71_R1206 (1).MP4	62884	17.72159	1	10.77716	454.59760	84.33135	-2078.38689	1.60886	1.04813	6.20822	8.25801	2129.19299	12.49207	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
FH71	19	FH71_L1205 (2).MP4	36657	FH71_R1206 (2).MP4	35807	32.74911	1	25.80467	1739.14140	919.86606	-3315.28451	7.31060	4.33519	14.58568	16.33735	3855.11061	30.55228	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH71	23	FH71_L1205 (2).MP4	51370	FH71_R1206 (2).MP4	50520	36.84014	1	29.89570	943.09798	389.84221	-1599.15012	1.94774	1.12007	3.38098	7.96455	1897.02184	32.43434	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Passing			
FH71	35	FH71_L1205 (3).MP4	4655	FH71_R1206 (3).MP4	3805	46.39051	1	39.44607	-1676.24618	1384.09017	-4178.04447	9.19134	8.07102	23.64029	0.67908	4709.73061	27.30437	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH71	52	FH71_L1205 (3).MP4	57469	FH71_R1206 (3).MP4	56619	61.07574	1	54.13130	583.53535	-97.98830	-1361.11229	1.21738	0.68587	2.66088	4.66171	1484.16370	23.54521	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
FH79	0	FH79_L1201 (1).MP4	14363	FH79_R1202 (1).MP4	13822	3.99371		-1.00000	-0.44404	-72.32157	-734.31710	0.38982	0.37909	0.87160	0.07058	737.87005	6.07884								sync		
FH79	3	FH79_L1201 (1).MP4	44962	FH79_R1202 (1).MP4	44421	12.50193	1	4.09659	770.45011	377.28372	-1476.11235	1.63471	1.07654	3.14553	0.59304	1707.29143	29.96661	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	4	FH79_L1201 (1).MP4	44973	FH79_R1202 (1).MP4	44432	12.50499	1	4.09965	1182.32157	944.39442	-3014.41707	5.04906	4.40776	13.19318	3.58763	3372.90311	26.37495	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	5	FH79_L1201 (1).MP4	45114	FH79_R1202 (1).MP4	44573	12.54420	1	4.13886	2145.29062	933.69072	-4572.76258	13.51148	6.61045	29.84482	2.84982	5136.55602	26.91853	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	6	FH79_L1201 (1).MP4	45114	FH79_R1202 (1).MP4	44573	12.54420	1	4.13886	1508.12702	902.90868	-3004.77526	6.11668	4.10761	12.75099	3.97587	3481.14429	30.09615	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	7	FH79_L1201 (1).MP4	45164	FH79_R1202 (1).MP4	44623	12.55810	1	4.15276	-607.96504	432.53430	-2135.24505	2.04557	1.73667	6.76516	2.41040	2261.85296	19.00150	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	13	FH79_L1201 (1).MP4	45410	FH79_R1202 (1).MP4	44869	12.62650	1	4.22116	1445.44412	876.27802	-3463.92645	7.02949	4.76019	17.38270	0.65763	3854.34279	25.77872	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	14	FH79_L1201 (1).MP4	45535	FH79_R1202 (1).MP4	44994	12.66126	1	4.25592	947.57024	541.83210	-2539.60280	3.52501	2.40761	9.54500	1.02888	2764.24560	23.03635	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH79	21	FH79_L1201 (1).MP4	49997	FH79_R1202 (1).MP4	49456	13.90194	1	5.49660	-2156.93363	150.01724	-5259.36353	15.74349	2.89113	39.57324	5.92383	5686.45518	22.32061	Serranidae	Caesioperca	sp1		1	AD	Passing			
FH79	22	FH79_L1201 (1).MP4	49997	FH79_R1202 (1).MP4	49456	13.90194	1	5.49660	-1972.49487	192.37386	-5454.69608	15.11268	3.19617	42.85079	6.54204	5803.57243	19.92844	Serranidae	Caesioperca	sp1		1	AD	Passing			
FH79	23	FH79_L1201 (1).MP4	49997	FH79_R1202 (1).MP4	49456	13.90194	1	5.49660	-1992.60359	216.89111	-4070.51525	10.98257	2.38924	23.41321	4.36132	4537.24643	26.17071	Serranidae	Caesioperca	sp1		1	AD	Passing			
FH79	24	FH79_L1201 (1).MP4	70673	FH79_R1202 (1).MP4	70132	19.65102	1	11.24568	2067.15896	643.42915	-7131.21427	21.20504	8.01462	74.16691	0.86821	7452.60788	16.75842	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Passing			
FH79	30	FH79_L1201 (2).MP4	29248	FH79_R1202 (2).MP4	28707	30.68899	1	22.28365	-1085.63801	478.65508	-3858.47688	6.09067	3.38775	21.73004	1.19939	4036.77649	16.91438	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
FH79	31	FH79_L1201 (2).MP4	29248	FH79_R1202 (2).MP4	28707	30.68899	1	22.28365	-249.13910	506.18510	-5531.74800	3.28145	5.15781	44.63541	4.67375	5560.44329	5.41981	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
FH79	32	FH79_L1201 (2).MP4	29969	FH79_R1202 (2).MP4	29428	30.88947	1	22.48413	-215.13962	174.48642	-2228.92728	1.27558	1.25328	7.42009	1.64739	2246.07377	6.80734	Carangidae	Pseudocaranx	spp		1	AD	Passing			
FH79	34	FH79_L1201 (2).MP4	78969	FH79_R1202 (2).MP4	78428	44.51419	1	36.10885	-207.88324	156.29715	-2520.19748	1.42674	1.38617	9.44574	0.22833	2533.58236	5.63096	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH79	35	FH79_L1201 (2).MP4	79061	FH79_R1202 (2).MP4	78520	44.53977	1	36.13443	-247.77549	169.23899	-3011.24767	1.79057	1.68842	13.40846	1.71352	3026.16045	5.44733	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FH79	42	FH79_L1201 (3).MP4	12475	FH79_R1202 (3).MP4	11934	48.56491	1	40.15956	-401.44944	156.84403	-2482.70743	1.82945	1.36493	9.16550	0.90338	2519.84085	9.69241	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
FH79	44	FH79_L1201 (3).MP4	24731	FH79_R1202 (3).MP4	24190	51.97275	1	43.56741	-644.89633	236.31303	-2730.52792	2.76419	1.67275	11.03080	1.76558	2815.58481	13.96931	Labridae	Coris	auricularis	37384088	1	F	Passing			
FH79	47	FH79_L1201 (3).MP4	25152	FH79_R1202 (3).MP4	24611	52.08982	1	43.68447	89.82975	96.12502	-2532.28175	1.28091	1.30482	9.55757	3.02447	2535.69720	2.66059	Labridae	Coris	auricularis	37384088	1	F	Passing			
FH79	51	FH79_L1201 (3).MP4	61278	FH79_R1202 (3).MP4	60737	62.13485	1	53.72951	-993.87591	288.30583	-2456.24836	3.49338	1.60211	8.82215	2.70827	2665.34530	22.72379	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
FH79	52	FH79_L1201 (3).MP4	64645	FH79_R1202 (3).MP4	64104	63.07106	1	54.66572	927.18796	541.52419	-1736.69438	2.21343	1.56644	4.27112	2.30258	2041.82108	31.50046	Enoplosidae	Enoplosus	armatus	37366001	1	AD	Passing			
FH79	53	FH79_L1201 (3).MP4	64743	FH79_R1202 (3).MP4	64202	63.09831	1	54.69297	137.04302	-11.46477	-1607.95026	0.85810	0.78928	3.94082	0.44264	1613.82040	4.94691	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
FH52	0	FH52_L372.avi	8235	FH52_R371.avi	8867	5.49000		-1.00000	502.70406	-91.57378	-759.22088	0.39608	0.29423	0.76157	18.90979	915.15762	33.80138								sync		
FH52	2	FH52_L372.avi	12866	FH52_R371.avi	13498	8.57733	1	1.37667	552.82900	-380.47727	-1683.27014	0.84764	0.77766	2.39849	25.93790	1812.12064	21.27595	Pinguipedidae	Parapercis	haackei	37390004	2	AD	Passing			
FH52	4	FH52_L372.avi	17718	FH52_R371.avi	18350	11.81200	1	4.61133	586.11698	-43.06943	-2974.33597	1.53441	0.90419	6.30202	0.18042	3031.84145	11.14663	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
FH52	5	FH52_L372.avi	19278	FH52_R371.avi	19910	12.85200	1	5.65133	1004.48484	-261.27019	-1133.51165	1.45444	0.62730	1.84357	18.87233	1536.91267	42.27593	Labridae	Austrolabrus	maculatus	37384025	2	AD	Passing			
FH52	12	FH52_L372.avi	78966	FH52_R371.avi	79598	52.64400	1	45.44333	2726.55148	-177.29138	-2578.81450	10.04126	1.35238	9.90291	11.21334	3757.09986	46.60716	Myliobatidae	Myliobatis	tenuicaudatus	37039001	2	AD	Passing			
FH111	9	FH111_L1201 (2).MP4	29432	FH111_R1202 (2).MP4	31265	30.74015	1	21.67610	1167.87606	-205.77721	-1845.27950	2.82885	0.99644	4.73159	22.50003	2193.47560	32.80824	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing	not in both frames		
FH111	13	FH111_L1201 (2).MP4	78352	FH111_R1202 (2).MP4	80185	44.34263	1	35.27858	3230.84072	-134.37746	-6703.08090	30.01889	3.30120	64.14221	3.91747	7442.29014	25.77571	Ostraciidae	Anoplocapros	lenticularis	37466010	1	AD	Passing	obstructed		
FH111	15	FH111_L1201 (3).MP4	74867	FH111_R1202 (3).MP4	76702	65.91335	1	56.84929	1797.63794	-227.89951	-5298.53412	13.68691	2.93207	41.18252	32.46697	5599.81287	18.94224	Aplodactylidae	Aplodactylus	westralis	37376004	1	AD	Passing	high error		
FH51	0	FH51_L369.avi	8773	FH51_R370.avi	7744	5.84867		-1.00000	11.23793	-46.13827	-699.06670	0.24882	0.24727	0.52730	1.25129	700.67773	2.60019								sync		
FH51	8	FH51_L369.avi	28755	FH51_R370.avi	27726	19.17000	1	13.31400	8.29033	199.78470	-2034.75145	0.69375	0.75832	4.29735	1.03130	2044.55279	6.95511	Mullidae	Upeneichthys	vlamingii	37355029	1	AD	Passing			
FH51	11	FH51_L369.avi	71541	FH51_R370.avi	70512	47.69400	1	41.83800	-451.35634	300.71557	-2060.68610	1.11240	0.86678	4.35973	1.94721	2130.86358	15.52980	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
FH51	14	FH51_L369.avi	80761	FH51_R370.avi	79732	53.84067	1	47.98467	-475.16342	364.02695	-1618.52750	0.88621	0.74758	2.65250	0.48361	1725.66717	21.13872	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
FH51	19	FH51_L369.avi	80799	FH51_R370.avi	79770	53.86600	1	48.01000	809.93170	490.33791	-1992.07007	1.49405	1.02846	3.72567	2.16428	2205.62095	26.14031	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
FH51	21	FH51_L369.avi	80871	FH51_R370.avi	79842	53.91400	1	48.05800	-117.11737	-59.71210	-1318.62881	0.48061	0.46681	1.83260	0.80861	1325.16563	5.22162	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
FH51	26	FH51_L369.avi	88537	FH51_R370.avi	87508	59.02467	1	53.16867	-642.50516	103.63473	-1732.15616	1.14611	0.58759	2.95813	1.29500	1850.38320	20.84667	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH51	27	FH51_L369.avi	88560	FH51_R370.avi	87531	59.04000	1	53.18400	-488.02008	109.27172	-1485.60829	0.82949	0.51109	2.22588	0.37099	1567.52541	18.94228	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH51	28	FH51_L369.avi	88579	FH51_R370.avi	87550	59.05267	1	53.19667	-624.30102	249.92156	-1708.53844	1.10419	0.66326	2.87919	0.77897	1836.11441	22.01723	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH51	29	FH51_L369.avi	88642	FH51_R370.avi	87613	59.09467	1	53.23867	-856.22499	-61.33194	-2009.08380	1.60029	0.69323	3.80782	1.64420	2184.78844	23.07632	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH47	0	FH47_L378.avi	8946	FH47_R377.avi	8009	5.96400		-1.00000	8.55568	-96.25328	-740.76146	0.26443	0.26933	0.60417	0.48980	747.03777	6.78385								sync		
FH47	4	FH47_L378.avi	16414	FH47_R377.avi	15477	10.94267	1	4.24467	-935.67985	-454.17577	-3056.41873	2.87256	1.79424	9.43067	14.60367	3228.53958	18.51771	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
FH47	6	FH47_L378.avi	18842	FH47_R377.avi	17905	12.56133	1	5.86333	556.52687	-206.90406	-1778.97117	1.08442	0.71430	3.21976	4.63272	1875.43859	18.23969	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
FH47	9	FH47_L378.avi	34835	FH47_R377.avi	33898	23.22333	1	16.52533	-53.01408	26.05860	-1156.72505	0.41014	0.39598	1.45212	0.25723	1158.23244	3.26348	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
FH47	12	FH47_L378.avi	48956	FH47_R377.avi	48019	32.63733	1	25.93933	300.36058	-349.74137	-1783.31163	0.78806	0.89929	3.31867	0.22206	1841.93807	14.00681	Neosebastidae	Neosebastes	pandus	37287003	1	AD	Passing			
FH47	14	FH47_L378.avi	51247	FH47_R377.avi	50310	34.16467	1	27.46667	-453.87150	-191.25838	-2121.35504	1.16349	0.85133	4.68961	3.48944	2177.78013	12.83190	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH47	15	FH47_L378.avi	55422	FH47_R377.avi	54485	36.94800	1	30.25000	-760.13279	-40.06003	-1848.29218	1.41045	0.62309	3.40216	2.15696	1998.89736	22.35818	Scorpididae	Tilodon	sexfasciatus	37361003	1	AD	Passing			
FH47	20	FH47_L378.avi	56929	FH47_R377.avi	55992	37.95267	1	31.25467	-6.90198	-46.72183	-1182.87210	0.41459	0.41096	1.51474	1.60400	1183.81458	1.64494	Scorpididae	Neatypus	obliquus	37361002	15	AD	Passing			
FH47	27	FH47_L378.avi	58095	FH47_R377.avi	57158	38.73000	1	32.03200	-28.85766	-303.76945	-1931.67130	0.65981	0.91703	3.92039	1.85992	1955.62334	8.32846	Monacanthidae	Scobinichthys	granulatus	37465007	1	AD	Passing			
FH47	28	FH47_L378.avi	58824	FH47_R377.avi	57887	39.21600	1	32.51800	-735.49078	-610.60366	-4458.82751	3.51266	3.32507	20.25628	4.17435	4560.14542	11.69496	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
FH47	30	FH47_L378.avi	65036	FH47_R377.avi	64099	43.35733	1	36.65933	1860.31489	-477.22054	-6811.58234	12.15022	4.32033	45.60910	3.70185	7077.15797	15.59660	Labridae	Choerodon	rubescens	37384039	1	AD	Passing			
FH47	32	FH47_L378.avi	83277	FH47_R377.avi	82340	55.51800	1	48.82000	-452.46881	-110.58888	-2637.69632	1.45167	0.96287	7.22347	3.51780	2678.50701	9.87999	Labridae	Ophthalmolepis	lineolatus	37384040	4	AD	Passing			
FH47	34	FH47_L378.avi	83331	FH47_R377.avi	82394	55.55400	1	48.85600	-211.75369	217.50907	-1183.13883	0.47431	0.47393	1.50056	0.92876	1221.46114	14.86360	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
FH47	36	FH47_L378.avi	95183	FH47_R377.avi	94246	63.45533	1	56.75733	-47.20031	601.49610	-6963.77944	2.31884	4.37362	49.45445	2.03606	6989.86763	5.60126	Diodontidae	Diodon	nicthemerus	37469001	1	AD	Passing			
FH47	37	FH47_L378.avi	96610	FH47_R377.avi	95673	64.40667	1	57.70867	-1231.41496	1364.54198	-7387.47448	9.24754	9.80825	55.28980	2.14380	7612.69577	14.46165	Pomacentridae	Chromis	westaustralis	37372055	3	AD	Passing			
FH47	40	FH47_L378.avi	96942	FH47_R377.avi	96005	64.62800	1	57.93000	-1128.40190	781.52567	-5667.57424	6.51415	4.50099	32.63966	3.19150	5831.42101	13.99504	Pomacentridae	Chromis	klunzingeri	37372044	3	AD	Passing			
FH42	0	FH42_L367.avi	11934	FH42_R368.avi	11559	7.95600	1	0.00533	1.09823	-64.23838	-686.16907	0.24547	0.24462	0.51240	0.42055	689.17035	4.47247								sync		
FH42	1	FH42_L367.avi	13750	FH42_R368.avi	13375	9.16667	1	1.21600	-185.01835	-231.41676	-2535.53958	0.96095	1.09556	6.57593	0.52916	2552.79190	6.00501	Mullidae	Upeneichthys	vlamingii	37355029	1	AD	Passing			
FH42	16	FH42_L367.avi	15278	FH42_R368.avi	14903	10.18533	1	2.23467	280.29383	183.02884	-6755.73176	2.89103	2.40000	45.81264	0.60896	6764.02068	3.39644	Labridae	Coris	auricularis	37384088	1	AD	Passing			
FH42	21	FH42_L367.avi	47726	FH42_R368.avi	47351	31.81733	1	23.86667	141.06709	-64.53953	-1646.60985	0.60570	0.57769	2.84121	2.67115	1653.90123	5.08003	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH42	31	FH42_L367.avi	70070	FH42_R368.avi	69695	46.71333	1	38.76267	308.93458	64.77027	-1479.30787	0.66246	0.50517	2.29707	14.98226	1512.60951	12.25457	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
FH42	37	FH42_L367.avi	76591	FH42_R368.avi	76216	51.06067	1	43.11000	-388.88978	517.51906	-3723.72424	1.85405	2.11936	14.06446	12.65317	3779.57451	10.57598	Sphyraenidae	Sphyraena	novaehollandiae	37382002	1	AD	Passing			
FH42	38	FH42_L367.avi	76591	FH42_R368.avi	76216	51.06067	1	43.11000	1259.12366	646.69672	-4318.70236	5.21256	2.81343	18.40305	3.66186	4544.75512	18.56341	Sphyraenidae	Sphyraena	novaehollandiae	37382002	1	AD	Passing			
FH42	41	FH42_L367.avi	78280	FH42_R368.avi	77905	52.18667	1	44.23600	-306.80453	-102.51583	-1159.40321	0.51553	0.41647	1.38380	11.08692	1203.68364	15.33347	Scorpididae	Neatypus	obliquus	37361002	8	AD	Passing			
FH42	47	FH42_L367.avi	92663	FH42_R368.avi	92288	61.77533	1	53.82467	130.20670	126.02441	-1132.64336	0.41992	0.40778	1.37482	14.19457	1147.04704	9.71958	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
FH42	49	FH42_L367.avi	93223	FH42_R368.avi	92848	62.14867	1	54.19800	-632.35335	-238.99131	-1835.75516	1.18977	0.76715	3.31596	4.35808	1956.26803	19.92220	Heterodontidae	Heterodontus	portusjacksoni	37007001	2	AD	Passing			
FH42	50	FH42_L367.avi	95106	FH42_R368.avi	94731	63.40400	1	55.45333	-333.82035	-113.85059	-2232.33967	1.02726	0.82052	5.11362	1.66073	2260.03062	8.73444	Labridae	Eupetrichthys	angustipes	37384105	1	AD	Passing			
FH42	51	FH42_L367.avi	95245	FH42_R368.avi	94870	63.49667	1	55.54600	-2.10701	-37.36239	-3478.14512	1.16096	1.21436	12.29899	2.18257	3478.34642	0.26369	Urolophidae	Trygonoptera	ovalis	37038016	2	AD	Passing			
FH42	52	FH42_L367.avi	98067	FH42_R368.avi	97692	65.37800	1	57.42733	-153.01356	-86.10182	-1865.33853	0.68988	0.66585	3.61053	0.69440	1873.58333	5.00563	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
